miRNA	 165_sham 1_R1.fastq	 175_sham 2_R1.fastq	 189_sham 3_R1.fastq	 606_sham 4_R1.fastq	 608_sham 5_R1.fastq	 156_TAC 1_R1.fastq	 157_TAC 2_R1.fastq	 541_TAC 3_R1.fastq	 612_TAC 4_R1.fastq	 631_TAC 5_R1.fastq	 533_TAC+PDE5AI 1_R1.fastq	 536_TAC+PDE5AI 2_R1.fastq	 627_TAC+PDE5AI 3_R1.fastq	 647_TAC+PDE5AI 4_R1.fastq	 697_TAC+PDE5AI 5_R1.fastq	 151_TAC+PDE9AI 1_R1.fastq	 528_TAC+PDE9AI 2_R1.fastq	 529_TAC+PDE9AI 3_R1.fastq	 531_TAC+PDE9AI 4_R1.fastq	 542_TAC+PDE9AI 5_R1.fastq	 676_TAC+PDE9AI 6_R1.fastq
mmu-miR-674-3p	445	475	426	271	535	311	786	741	801	534	353	407	151	170	115	662	511	827	840	137	472
mmu-miR-674-5p	201	263	215	165	263	118	403	320	399	249	253	286	162	171	143	340	280	356	369	155	182
mmu-miR-675-3p	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-675-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-676-3p	565	662	643	469	654	690	1124	988	764	703	859	613	488	525	734	1113	519	1111	2110	693	625
mmu-miR-676-5p	208	152	121	107	194	243	244	222	231	174	47	84	8	0	0	256	167	226	468	12	140
mmu-miR-6769b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6769b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-677-3p	0	0	0	0	42	0	0	36	0	16	0	29	0	0	0	0	22	0	26	0	0
mmu-miR-677-5p	43	23	27	45	55	50	57	46	69	43	7	6	0	0	0	62	56	35	50	0	32
mmu-miR-678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-679-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-679-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6896-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6896-5p	12	0	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	10	0	0
mmu-miR-6897-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6897-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6898-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6898-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6899-3p	0	0	0	0	0	0	18	30	23	0	7	25	0	0	0	38	13	29	0	0	29
mmu-miR-6899-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-690	4728	3374	3576	2359	2732	3285	2202	3118	3219	2967	726	1563	157	117	55	2311	2527	1594	2226	240	1985
mmu-miR-6900-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
mmu-miR-6900-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6901-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6901-5p	19	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6902-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6902-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6903-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6903-5p	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6904-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6904-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6905-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6905-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6906-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6906-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6907-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6907-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6908-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6908-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6909-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6909-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6910-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6910-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6911-3p	0	0	21	0	33	26	0	35	33	0	0	0	0	0	0	44	26	17	31	0	31
mmu-miR-6911-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6912-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6912-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6913-3p	0	0	0	20	0	0	19	0	13	0	0	0	0	0	0	0	0	0	0	0	15
mmu-miR-6913-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6914-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6914-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6915-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6915-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6916-3p	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6916-5p	0	0	0	0	0	0	15	0	12	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6917-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6917-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6918-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6918-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6919-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6919-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-692	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	22	13	0	0
mmu-miR-6920-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6920-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6921-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6921-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6922-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6922-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6923-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6923-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6924-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6924-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6925-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6925-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6926-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6926-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6927-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6927-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6928-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6928-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6929-3p	20	13	19	18	21	0	14	13	0	10	0	0	0	0	0	17	15	15	12	0	18
mmu-miR-6929-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-693-3p	13	16	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	14	0	22
mmu-miR-693-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6930-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6930-5p	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6931-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6931-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6932-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6932-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6933-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0
mmu-miR-6933-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6934-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6934-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6935-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6935-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6936-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6936-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6937-3p	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6937-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6938-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6938-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6939-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6939-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-694	18	0	0	15	0	0	16	0	18	14	0	9	0	0	0	21	0	0	20	0	23
mmu-miR-6940-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6940-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6941-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6941-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6942-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6942-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6943-3p	0	0	0	17	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0
mmu-miR-6943-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6944-3p	57	68	55	34	78	261	266	471	657	177	189	126	166	264	137	117	123	424	411	85	56
mmu-miR-6944-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6945-3p	0	0	0	0	0	16	37	0	15	13	11	33	0	4	8	0	0	19	0	0	0
mmu-miR-6945-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6946-3p	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0
mmu-miR-6946-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6947-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6947-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6948-3p	22	25	22	20	23	16	24	34	24	13	6	28	7	0	7	25	16	17	29	0	17
mmu-miR-6948-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6949-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6949-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6950-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6950-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6951-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6951-5p	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6952-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6952-5p	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
mmu-miR-6953-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0
mmu-miR-6953-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6954-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6954-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6955-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6955-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6956-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6956-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6957-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6957-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6958-3p	20	6	0	0	0	0	16	0	15	0	0	11	0	0	0	17	0	0	17	0	0
mmu-miR-6958-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6959-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6959-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-696	0	7	16	12	18	0	12	0	7	6	0	28	4	0	8	20	0	17	0	6	14
mmu-miR-6960-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6960-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6961-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6961-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6962-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6962-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6963-3p	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6963-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6964-3p	16	0	13	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6964-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6965-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6965-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6966-3p	0	0	9	12	0	0	0	0	9	0	0	0	0	0	0	0	4	0	0	3	15
mmu-miR-6966-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6967-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
mmu-miR-6967-5p	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0
mmu-miR-6968-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6968-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6969-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6969-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6970-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6970-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6971-3p	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6971-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6972-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6972-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6973a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6973a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6973b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6973b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6974-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6974-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6975-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
mmu-miR-6975-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6976-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6976-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6977-3p	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6977-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6978-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
mmu-miR-6978-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6979-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6979-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-698-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-698-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6980-3p	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	13	0	0	0
mmu-miR-6980-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6981-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6981-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6982-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6982-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6983-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6983-5p	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6984-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6984-5p	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
mmu-miR-6985-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6985-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6986-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6986-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6987-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6987-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6988-3p	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	37	30	0	0	0	0
mmu-miR-6988-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6989-3p	25	0	28	0	0	0	34	0	22	0	0	0	0	0	10	0	0	0	0	0	0
mmu-miR-6989-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6990-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6990-5p	16	30	0	14	0	0	0	25	17	14	13	0	0	0	0	20	0	0	0	0	23
mmu-miR-6991-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6991-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6992-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6992-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6993-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6993-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6994-3p	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
mmu-miR-6994-5p	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6995-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6995-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6996-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6996-5p	248	0	222	0	0	0	151	120	95	96	0	105	0	0	0	109	125	117	0	0	0
mmu-miR-6997-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6997-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6998-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6998-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6999-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6999-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-700-3p	27	46	27	20	32	35	43	32	74	34	26	39	25	25	29	31	30	45	50	20	23
mmu-miR-700-5p	34	42	36	32	44	44	61	61	63	32	38	62	33	32	27	84	39	70	79	13	45
mmu-miR-7000-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7000-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7001-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-7001-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
